15603405	sample	sample	B13_1127_clr2bl_enYY	1385573017.000000	20131127172337	US	en	C13_wpdr_enWWform2_FR	10.00	paypal	10.00	USD	no-LP
15603408	sample	sample	B13_1127_clr2bl_enYY	1385573044.000000	20131127172404	US	en	C13_wpdr_enWWform2_FR	10.00	paypal	10.00	USD	no-LP
15603410	sample	sample	B13_1127_clr2gd_enYY	1385573051.000000	20131127172411	US	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603414	sample	sample	B13_1127_clr2gd_enYY	1385573061.000000	20131127172421	US	en	C13_wpdr_enWWform2_FR	30.00	cc	30.00	USD	no-LP
15603415	sample	sample	B13_1127_clr2gd_enYY	1385573069.000000	20131127172429	CA	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603419	sample	sample	B13_1127_clr2gd_enYY	1385573104.000000	20131127172504	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603420	sample	sample	B13_1127_clr2bl_enYY	1385573104.000000	20131127172504	US	en	C13_wpdr_enWWform2_FR	3.00	paypal	3.00	USD	no-LP
15603431	sample	sample	B13_1127_clr2gd_enYY	1385573130.000000	20131127172530	US	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603434	sample	sample	B13_1127_clr2gd_enYY	1385573136.000000	20131127172536	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603435	sample	sample	B13_1127_clr2gd_enYY	1385573145.000000	20131127172545	US	en	C13_wpdr_enWWform2_FR	NULL	amazon	NULL	NULL	no-LP
15603437	sample	sample	B13_1127_clr2gd_enYY	1385573146.000000	20131127172546	CA	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603440	sample	sample	B13_1127_clr2gd_enYY	1385573160.000000	20131127172600	GB	en	C13_wpdr_enWWform2_FR	4.85	paypal	3.00	GBP	no-LP
15603446	sample	sample	B13_1127_clr2bl_enYY	1385573199.000000	20131127172639	US	en	C13_wpdr_enWWform2_FR	3.00	amazon	3.00	USD	no-LP
15603449	sample	sample	B13_1127_clr2bl_enYY	1385573219.000000	20131127172659	US	en	C13_wpdr_enWWform2_FR	3.00	paypal	3.00	USD	no-LP
15603453	sample	sample	B13_1127_clr2gd_enYY	1385573240.000000	20131127172720	US	en	C13_wpdr_enWWform2_FR	5.00	paypal	5.00	USD	no-LP
15603456	sample	sample	B13_1127_clr2gd_enYY	1385573261.000000	20131127172741	US	en	C13_wpdr_enWWform2_FR	NULL	amazon	NULL	NULL	no-LP
15603457	sample	sample	B13_1127_clr2bl_enYY	1385573265.000000	20131127172745	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603459	sample	sample	B13_1127_clr2gd_enYY	1385573271.000000	20131127172751	CA	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603460	sample	sample	B13_1127_clr2gd_enYY	1385573272.000000	20131127172752	GB	en	C13_wpdr_enWWform2_FR	48.51	paypal	30.00	GBP	no-LP
15603463	sample	sample	B13_1127_clr2bl_enYY	1385573275.000000	20131127172755	US	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603469	sample	sample	B13_1127_clr2bl_enYY	1385573308.000000	20131127172828	CA	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603474	sample	sample	B13_1127_clr2gd_enYY	1385573330.000000	20131127172850	US	en	C13_wpdr_enWWform2_FR	30.00	amazon	30.00	USD	no-LP
15603476	sample	sample	B13_1127_clr2bl_enYY	1385573339.000000	20131127172859	US	en	C13_wpdr_enWWform2_FR	30.00	amazon	30.00	USD	no-LP
15603477	sample	sample	B13_1127_clr2gd_enYY	1385573348.000000	20131127172908	CA	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603478	sample	sample	B13_1127_clr2gd_enYY	1385573351.000000	20131127172911	US	en	C13_wpdr_enWWform2_FR	10.00	amazon	10.00	USD	no-LP
15603483	sample	sample	B13_1127_clr2bl_enYY	1385573380.000000	20131127172940	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603484	sample	sample	B13_1127_clr2bl_enYY	1385573381.000000	20131127172941	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603488	sample	sample	B13_1127_clr2gd_enYY	1385573406.000000	20131127173006	GB	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603492	sample	sample	B13_1127_clr2gd_enYY	1385573427.000000	20131127173027	CA	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603493	sample	sample	B13_1127_clr2bl_enYY	1385573427.000000	20131127173027	GB	en	C13_wpdr_enWWform2_FR	NULL	rrcc	NULL	NULL	no-LP
15603496	sample	sample	B13_1127_clr2gd_enYY	1385573435.000000	20131127173035	CA	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603499	sample	sample	B13_1127_clr2bl_enYY	1385573463.000000	20131127173103	GB	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603503	sample	sample	B13_1127_clr2bl_enYY	1385573482.000000	20131127173122	GB	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603505	sample	sample	B13_1127_clr2gd_enYY	1385573488.000000	20131127173128	GB	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603507	sample	sample	B13_1127_clr2gd_enYY	1385573494.000000	20131127173134	US	en	C13_wpdr_enWWform2_FR	10.00	cc	10.00	USD	no-LP
15603510	sample	sample	B13_1127_clr2bl_enYY	1385573498.000000	20131127173138	US	en	C13_wpdr_enWWform2_FR	NULL	rrcc	NULL	NULL	no-LP
15603514	sample	sample	B13_1127_clr2gd_enYY	1385573516.000000	20131127173156	GB	en	C13_wpdr_enWWform2_FR	4.85	paypal	3.00	GBP	no-LP
15603516	sample	sample	B13_1127_clr2bl_enYY	1385573518.000000	20131127173158	US	en	C13_wpdr_enWWform2_FR	20.00	cc	20.00	USD	no-LP
15603534	sample	sample	B13_1127_clr2gd_enYY	1385573625.000000	20131127173345	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603535	sample	sample	B13_1127_clr2gd_enYY	1385573626.000000	20131127173346	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603537	sample	sample	B13_1127_clr2gd_enYY	1385573632.000000	20131127173352	US	en	C13_wpdr_enWWform2_FR	5.00	paypal	5.00	USD	no-LP
15603539	sample	sample	B13_1127_clr2gd_enYY	1385573645.000000	20131127173405	GB	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603542	sample	sample	B13_1127_clr2gd_enYY	1385573667.000000	20131127173427	US	en	C13_wpdr_enWWform2_FR	3.00	paypal	3.00	USD	no-LP
15603555	sample	sample	B13_1127_clr2bl_enYY	1385573721.000000	20131127173521	US	en	C13_wpdr_enWWform2_FR	5.00	cc	5.00	USD	no-LP
15603557	sample	sample	B13_1127_clr2gd_enYY	1385573722.000000	20131127173522	US	en	C13_wpdr_enWWform2_FR	3.00	paypal	3.00	USD	no-LP
15603559	sample	sample	B13_1127_clr2bl_enYY	1385573726.000000	20131127173526	US	en	C13_wpdr_enWWform2_FR	3.00	paypal	3.00	USD	no-LP
15603560	sample	sample	B13_1127_clr2gd_enYY	1385573731.000000	20131127173531	US	en	C13_wpdr_enWWform2_FR	10.00	paypal	10.00	USD	no-LP
15603561	sample	sample	B13_1127_clr2gd_enYY	1385573731.000000	20131127173531	GB	en	C13_wpdr_enWWform2_FR	4.85	paypal	3.00	GBP	no-LP
15603562	sample	sample	B13_1127_clr2bl_enYY	1385573736.000000	20131127173536	US	en	C13_wpdr_enWWform2_FR	30.00	amazon	30.00	USD	no-LP
15603565	sample	sample	B13_1127_clr2gd_enYY	1385573740.000000	20131127173540	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603566	sample	sample	B13_1127_clr2gd_enYY	1385573748.000000	20131127173548	US	en	C13_wpdr_enWWform2_FR	3.00	paypal	3.00	USD	no-LP
15603567	sample	sample	B13_1127_clr2bl_enYY	1385573749.000000	20131127173549	US	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603569	sample	sample	B13_1127_clr2gd_enYY	1385573767.000000	20131127173607	GB	en	C13_wpdr_enWWform2_FR	NULL	rrcc	NULL	NULL	no-LP
15603570	sample	sample	B13_1127_clr2gd_enYY	1385573767.000000	20131127173607	US	en	C13_wpdr_enWWform2_FR	30.00	cc	30.00	USD	no-LP
15603571	sample	sample	B13_1127_clr2gd_enYY	1385573792.000000	20131127173632	US	en	C13_wpdr_enWWform2_FR	5.00	paypal	5.00	USD	no-LP
15603578	sample	sample	B13_1127_clr2gd_enYY	1385573822.000000	20131127173702	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603579	sample	sample	B13_1127_clr2gd_enYY	1385573827.000000	20131127173707	US	en	C13_wpdr_enWWform2_FR	20.00	amazon	20.00	USD	no-LP
15603580	sample	sample	B13_1127_clr2gd_enYY	1385573844.000000	20131127173724	CA	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603581	sample	sample	B13_1127_clr2gd_enYY	1385573850.000000	20131127173730	US	en	C13_wpdr_enWWform2_FR	3.00	amazon	3.00	USD	no-LP
15603582	sample	sample	B13_1127_clr2gd_enYY	1385573852.000000	20131127173732	US	en	C13_wpdr_enWWform2_FR	3.00	amazon	3.00	USD	no-LP
15603585	sample	sample	B13_1127_clr2gd_enYY	1385573860.000000	20131127173740	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603587	sample	sample	B13_1127_clr2bl_enYY	1385573873.000000	20131127173753	GB	en	C13_wpdr_enWWform2_FR	4.85	paypal	3.00	GBP	no-LP
15603591	sample	sample	B13_1127_clr2bl_enYY	1385573905.000000	20131127173825	US	en	C13_wpdr_enWWform2_FR	50.00	paypal	50.00	USD	no-LP
15603592	sample	sample	B13_1127_clr2bl_enYY	1385573908.000000	20131127173828	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603593	sample	sample	B13_1127_clr2bl_enYY	1385573913.000000	20131127173833	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603596	sample	sample	B13_1127_clr2bl_enYY	1385573929.000000	20131127173849	CA	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603602	sample	sample	B13_1127_clr2gd_enYY	1385573958.000000	20131127173918	US	en	C13_wpdr_enWWform2_FR	5.00	paypal	5.00	USD	no-LP
15603603	sample	sample	B13_1127_clr2gd_enYY	1385573969.000000	20131127173929	US	en	C13_wpdr_enWWform2_FR	20.00	cc	20.00	USD	no-LP
15603612	sample	sample	B13_1127_clr2gd_enYY	1385573999.000000	20131127173959	GB	en	C13_wpdr_enWWform2_FR	8.09	paypal	5.00	GBP	no-LP
15603614	sample	sample	B13_1127_clr2gd_enYY	1385574006.000000	20131127174006	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603615	sample	sample	B13_1127_clr2bl_enYY	1385574010.000000	20131127174010	GB	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603619	sample	sample	B13_1127_clr2gd_enYY	1385574021.000000	20131127174021	AU	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603625	sample	sample	B13_1127_clr2gd_enYY	1385574061.000000	20131127174101	CA	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603628	sample	sample	B13_1127_clr2bl_enYY	1385574070.000000	20131127174110	US	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603630	sample	sample	B13_1127_clr2bl_enYY	1385574078.000000	20131127174118	US	en	C13_wpdr_enWWform2_FR	NULL	amazon	NULL	NULL	no-LP
15603634	sample	sample	B13_1127_clr2gd_enYY	1385574091.000000	20131127174131	GB	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603639	sample	sample	B13_1127_clr2gd_enYY	1385574132.000000	20131127174212	US	en	C13_wpdr_enWWform2_FR	5.00	paypal	5.00	USD	no-LP
15603640	sample	sample	B13_1127_clr2gd_enYY	1385574133.000000	20131127174213	CA	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603643	sample	sample	B13_1127_clr2gd_enYY	1385574145.000000	20131127174225	US	en	C13_wpdr_enWWform2_FR	20.00	amazon	20.00	USD	no-LP
15603644	sample	sample	B13_1127_clr2gd_enYY	1385574149.000000	20131127174229	US	en	C13_wpdr_enWWform2_FR	3.00	paypal	3.00	USD	no-LP
15603645	sample	sample	B13_1127_clr2bl_enYY	1385574150.000000	20131127174230	US	en	C13_wpdr_enWWform2_FR	30.00	paypal	30.00	USD	no-LP
15603650	sample	sample	B13_1127_clr2gd_enYY	1385574182.000000	20131127174302	US	en	C13_wpdr_enWWform2_FR	3.00	cc	3.00	USD	no-LP
15603651	sample	sample	B13_1127_clr2bl_enYY	1385574185.000000	20131127174305	GB	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603653	sample	sample	B13_1127_clr2bl_enYY	1385574195.000000	20131127174315	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603654	sample	sample	B13_1127_clr2gd_enYY	1385574206.000000	20131127174326	US	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603655	sample	sample	B13_1127_clr2gd_enYY	1385574207.000000	20131127174327	CA	en	C13_wpdr_enWWform2_FR	18.97	cc	20.00	CAD	no-LP
15603657	sample	sample	B13_1127_clr2bl_enYY	1385574217.000000	20131127174337	US	en	C13_wpdr_enWWform2_FR	10.00	paypal	10.00	USD	no-LP
15603660	sample	sample	B13_1127_clr2gd_enYY	1385574232.000000	20131127174352	US	en	C13_wpdr_enWWform2_FR	NULL	rrcc	NULL	NULL	no-LP
15603665	sample	sample	B13_1127_clr2gd_enYY	1385574258.000000	20131127174418	US	en	C13_wpdr_enWWform2_FR	5.00	amazon	5.00	USD	no-LP
15603667	sample	sample	B13_1127_clr2bl_enYY	1385574272.000000	20131127174432	US	en	C13_wpdr_enWWform2_FR	5.00	paypal	5.00	USD	no-LP
15603668	sample	sample	B13_1127_clr2gd_enYY	1385574290.000000	20131127174450	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603669	sample	sample	B13_1127_clr2bl_enYY	1385574294.000000	20131127174454	US	en	C13_wpdr_enWWform2_FR	3.00	paypal	3.00	USD	no-LP
15603672	sample	sample	B13_1127_clr2bl_enYY	1385574313.000000	20131127174513	US	en	C13_wpdr_enWWform2_FR	5.00	cc	5.00	USD	no-LP
15603675	sample	sample	B13_1127_clr2bl_enYY	1385574324.000000	20131127174524	CA	en	C13_wpdr_enWWform2_FR	9.49	cc	10.00	CAD	no-LP
15603683	sample	sample	B13_1127_clr2gd_enYY	1385574343.000000	20131127174543	US	en	C13_wpdr_enWWform2_FR	10.00	cc	10.00	USD	no-LP
15603688	sample	sample	B13_1127_clr2gd_enYY	1385574380.000000	20131127174620	US	en	C13_wpdr_enWWform2_FR	20.00	cc	20.00	USD	no-LP
15603689	sample	sample	B13_1127_clr2bl_enYY	1385574391.000000	20131127174631	US	en	C13_wpdr_enWWform2_FR	3.00	paypal	3.00	USD	no-LP
15603693	sample	sample	B13_1127_clr2bl_enYY	1385574411.000000	20131127174651	GB	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603694	sample	sample	B13_1127_clr2bl_enYY	1385574416.000000	20131127174656	GB	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603698	sample	sample	B13_1127_clr2bl_enYY	1385574449.000000	20131127174729	GB	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603701	sample	sample	B13_1127_clr2bl_enYY	1385574464.000000	20131127174744	CA	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603703	sample	sample	B13_1127_clr2gd_enYY	1385574482.000000	20131127174802	GB	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603706	sample	sample	B13_1127_clr2gd_enYY	1385574506.000000	20131127174826	US	en	C13_wpdr_enWWform2_FR	30.00	cc	30.00	USD	no-LP
15603707	sample	sample	B13_1127_clr2bl_enYY	1385574508.000000	20131127174828	AU	en	C13_wpdr_enWWform2_FR	9.15	paypal	10.00	AUD	no-LP
15603709	sample	sample	B13_1127_clr2bl_enYY	1385574512.000000	20131127174832	US	en	C13_wpdr_enWWform2_FR	10.00	paypal	10.00	USD	no-LP
15603712	sample	sample	B13_1127_clr2bl_enYY	1385574539.000000	20131127174859	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603713	sample	sample	B13_1127_clr2bl_enYY	1385574540.000000	20131127174900	US	en	C13_wpdr_enWWform2_FR	20.00	cc	20.00	USD	no-LP
15603717	sample	sample	B13_1127_clr2bl_enYY	1385574556.000000	20131127174916	US	en	C13_wpdr_enWWform2_FR	3.00	cc	3.00	USD	no-LP
15603720	sample	sample	B13_1127_clr2bl_enYY	1385574576.000000	20131127174936	US	en	C13_wpdr_enWWform2_FR	5.00	cc	5.00	USD	no-LP
15603721	sample	sample	B13_1127_clr2bl_enYY	1385574577.000000	20131127174937	US	en	C13_wpdr_enWWform2_FR	10.00	amazon	10.00	USD	no-LP
15603723	sample	sample	B13_1127_clr2bl_enYY	1385574588.000000	20131127174948	GB	en	C13_wpdr_enWWform2_FR	16.17	paypal	10.00	GBP	no-LP
15603727	sample	sample	B13_1127_clr2bl_enYY	1385574597.000000	20131127174957	US	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603730	sample	sample	B13_1127_clr2gd_enYY	1385574611.000000	20131127175011	US	en	C13_wpdr_enWWform2_FR	10.00	cc	10.00	USD	no-LP
15603732	sample	sample	B13_1127_clr2bl_enYY	1385574634.000000	20131127175034	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603734	sample	sample	B13_1127_clr2bl_enYY	1385574655.000000	20131127175055	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603740	sample	sample	B13_1127_clr2gd_enYY	1385574675.000000	20131127175115	US	en	C13_wpdr_enWWform2_FR	NULL	amazon	NULL	NULL	no-LP
15603741	sample	sample	B13_1127_clr2bl_enYY	1385574685.000000	20131127175125	CA	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603743	sample	sample	B13_1127_clr2bl_enYY	1385574689.000000	20131127175129	CA	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603746	sample	sample	B13_1127_clr2bl_enYY	1385574699.000000	20131127175139	US	en	C13_wpdr_enWWform2_FR	3.00	cc	3.00	USD	no-LP
15603748	sample	sample	B13_1127_clr2gd_enYY	1385574712.000000	20131127175152	CA	en	C13_wpdr_enWWform2_FR	NULL	rrpaypal	NULL	NULL	no-LP
15603751	sample	sample	B13_1127_clr2gd_enYY	1385574726.000000	20131127175206	US	en	C13_wpdr_enWWform2_FR	5.00	paypal	5.00	USD	no-LP
15603754	sample	sample	B13_1127_clr2bl_enYY	1385574739.000000	20131127175219	US	en	C13_wpdr_enWWform2_FR	3.00	cc	3.00	USD	no-LP
15603755	sample	sample	B13_1127_clr2bl_enYY	1385574740.000000	20131127175220	US	en	C13_wpdr_enWWform2_FR	3.00	paypal	3.00	USD	no-LP
15603756	sample	sample	B13_1127_clr2bl_enYY	1385574745.000000	20131127175225	US	en	C13_wpdr_enWWform2_FR	10.00	amazon	10.00	USD	no-LP
15603757	sample	sample	B13_1127_clr2bl_enYY	1385574752.000000	20131127175232	CA	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603762	sample	sample	B13_1127_clr2bl_enYY	1385574778.000000	20131127175258	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603768	sample	sample	B13_1127_clr2bl_enYY	1385574796.000000	20131127175316	CA	en	C13_wpdr_enWWform2_FR	9.49	paypal	10.00	CAD	no-LP
15603769	sample	sample	B13_1127_clr2gd_enYY	1385574800.000000	20131127175320	US	en	C13_wpdr_enWWform2_FR	NULL	amazon	NULL	NULL	no-LP
15603770	sample	sample	B13_1127_clr2gd_enYY	1385574801.000000	20131127175321	CA	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603774	sample	sample	B13_1127_clr2gd_enYY	1385574829.000000	20131127175349	US	en	C13_wpdr_enWWform2_FR	5.00	paypal	5.00	USD	no-LP
15603777	sample	sample	B13_1127_clr2bl_enYY	1385574850.000000	20131127175410	US	en	C13_wpdr_enWWform2_FR	1000.00	cc	1000.00	USD	no-LP
15603778	sample	sample	B13_1127_clr2bl_enYY	1385574855.000000	20131127175415	GB	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603781	sample	sample	B13_1127_clr2gd_enYY	1385574859.000000	20131127175419	GB	en	C13_wpdr_enWWform2_FR	16.17	paypal	10.00	GBP	no-LP
15603782	sample	sample	B13_1127_clr2gd_enYY	1385574860.000000	20131127175420	GB	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603785	sample	sample	B13_1127_clr2bl_enYY	1385574886.000000	20131127175446	CA	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603788	sample	sample	B13_1127_clr2bl_enYY	1385574916.000000	20131127175516	US	en	C13_wpdr_enWWform2_FR	50.00	cc	50.00	USD	no-LP
15603789	sample	sample	B13_1127_clr2bl_enYY	1385574917.000000	20131127175517	GB	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603792	sample	sample	B13_1127_clr2bl_enYY	1385574922.000000	20131127175522	GB	en	C13_wpdr_enWWform2_FR	NULL	paypal	NULL	NULL	no-LP
15603798	sample	sample	B13_1127_clr2bl_enYY	1385574934.000000	20131127175534	US	en	C13_wpdr_enWWform2_FR	NULL	amazon	NULL	NULL	no-LP
15603799	sample	sample	B13_1127_clr2bl_enYY	1385574937.000000	20131127175537	US	en	C13_wpdr_enWWform2_FR	10.00	paypal	10.00	USD	no-LP
15603805	sample	sample	B13_1127_clr2bl_enYY	1385574964.000000	20131127175604	US	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603806	sample	sample	B13_1127_clr2bl_enYY	1385574970.000000	20131127175610	CA	en	C13_wpdr_enWWform2_FR	NULL	cc	NULL	NULL	no-LP
15603808	sample	sample	B13_1127_clr2gd_enYY	1385574975.000000	20131127175615	US	en	C13_wpdr_enWWform2_FR	5.00	paypal	5.00	USD	no-LP
15603809	sample	sample	B13_1127_clr2gd_enYY	1385574994.000000	20131127175634	US	en	C13_wpdr_enWWform2_FR	3.00	paypal	3.00	USD	no-LP
